道具,品阶,道具分类,适用职业,掉落来源(怪物),地图,刷新点位,道具属性,掉落概率,是否可制作,制作材料
木材,普通,材料,全职业,水龙的忠仆[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,水龙的忠仆[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,水龙的忠仆[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,水龙的忠仆[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,水龙的忠仆[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,水龙的枪[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,水龙的枪[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,水龙的枪[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,水龙的枪[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,水龙的枪[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,水龙的被造物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,水龙的被造物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,水龙的被造物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,水龙的被造物[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,水龙的被造物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,水龙预言者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,水龙预言者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,水龙预言者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,水龙预言者[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,水龙预言者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,水龙骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,水龙骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,水龙骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,水龙骑士[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,水龙骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,永劫的监视者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,永劫的监视者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,永劫的监视者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,永劫的监视者[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,永劫的监视者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
武器魔法卷轴,普通,材料,全职业,污染的孢子魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的孢子魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
魔物的精髓,普通,材料,全职业,污染的孢子魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,污染的寄居蟹[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,污染的寄居蟹[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的寄居蟹[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,污染的寄居蟹[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,污染的寄居蟹[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
宝石,普通,材料,全职业,污染的年老魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.833333%,否,
武器魔法卷轴,普通,材料,全职业,污染的年老魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的年老魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
精神项链,普通,防具,全职业,污染的年老魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,精神: 1,0.1%,否,
抗魔法头盔,普通,防具,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2; 魔法防御（MR）: 4,0.01%,否,
武器魔法卷轴,普通,材料,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,否,
灭魔戒指,普通,防具,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,魔法防御（MR）: 10,0.1%,否,
玛娜药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,否,
玛娜药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,10%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
瞬间移动卷轴,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.5%,否,
瞬间移动卷轴,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
红宝石,普通,材料,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
翡翠药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,否,
自我加速药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,否,
自我加速药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,10%,否,
自我加速药水,普通,消耗品,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,2%,否,
钢铁原石,普通,材料,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
银原石,普通,材料,全职业,污染的根魔物[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
木材,普通,材料,全职业,污染的青苔枯木[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,污染的青苔枯木[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的青苔枯木[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,污染的青苔枯木[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,污染的青苔枯木[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
武器魔法卷轴,普通,材料,全职业,污染的青蛙[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
治愈药水,普通,消耗品,全职业,污染的青蛙[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的青蛙[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
瞬间移动卷轴,普通,消耗品,全职业,污染的青蛙[测试],未知刷新点/活动怪物,未知刷新点,无属性,2%,否,
宝石,普通,材料,全职业,污染的首席魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.833333%,否,
武器魔法卷轴,普通,材料,全职业,污染的首席魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的首席魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
宝石,普通,材料,全职业,污染的魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.833333%,否,
武器魔法卷轴,普通,材料,全职业,污染的魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的魔法研究师[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
木材,普通,材料,全职业,沉默的卡司特[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,沉默的卡司特[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沉默的卡司特[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,沉默的卡司特[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,沉默的卡司特[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,沉默的君主[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,沉默的君主[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沉默的君主[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,沉默的君主[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,沉默的君主[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,沙哈基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,沙哈基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沙哈基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,沙哈基德基德[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,沙哈基德基德[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
智力项链,普通,防具,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,智力: 1,0.01%,否,
棉质长袍,普通,防具,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2; 魔法防御（MR）: 4,0.01%,否,
武器魔法卷轴,普通,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
稀有武器制作秘笈碎片,稀有,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
稀有防具制作秘笈碎片,稀有,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
稀有饰品制作秘笈碎片,稀有,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
英雄武器制作秘笈碎片,英雄,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
英雄防具制作秘笈碎片,英雄,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
英雄饰品制作秘笈碎片,英雄,材料,全职业,沙哈邪念[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
木材,普通,材料,全职业,沙哈闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,沙哈闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沙哈闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,沙哈闪电球[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,沙哈闪电球[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
木材,普通,材料,全职业,沙哈黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.4%,否,
武器魔法卷轴,普通,材料,全职业,沙哈黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,沙哈黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,沙哈黑鸟[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30,0.4%,否,
魔物的精髓,普通,材料,全职业,沙哈黑鸟[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.0001%,否,
力量项链,普通,防具,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,力量: 1,0.01%,否,
征战之戒,普通,防具,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 力量: 1; 精神: 1,0.3125%,是,"材料ID:2042,2705,2097,2723 x1,84,232,50 (概率: 100.0%)"
武器魔法卷轴,普通,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.05%,否,
稀有武器制作秘笈碎片,稀有,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
稀有防具制作秘笈碎片,稀有,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
稀有饰品制作秘笈碎片,稀有,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
英雄武器制作秘笈碎片,英雄,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
英雄防具制作秘笈碎片,英雄,材料,全职业,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,否,
